Rank,Name,Genre,Platform,Publisher,Developer,Vgchartz_Score,Critic_Score,User_Score,Total_Shipped,Total_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Release_Date,Last_Update
2301,Shoujo Kakumei Utena: Itsuka Kakumei Sarero Monogatari,,SAT,Sega,Sega,,,,,,,,,,1998-05-28 00:00:00,N/A
2302,Shuushoku Game,,SNES,Imagineer,Lenar,,,,,,,,,,1995-07-28 00:00:00,N/A
2303,Sid Meier's Civilization: Beyond Earth,,OSX,2K Games,Firaxis Games,,,,,,,,,,2014-11-26 00:00:00,2018-10-16 00:00:00
2304,Sid Meier's Civilization: Beyond Earth,,Linux,2K Games,Firaxis Games,,,,,,,,,,2014-12-18 00:00:00,2018-10-16 00:00:00
2305,Silent Hunter,,PC,SSI,Aeon Electronic Entertainment,,,,,,,,,,1996-02-29 00:00:00,N/A
2306,Silent Hunter: Wolves of the Pacific U-Boat Missions Expansion,,PC,Ubisoft,Ubisoft Romania,,7.0,,,,,,,,2008-03-24 00:00:00,N/A
2307,Silent Service,,PC,Microprose,"MicroProse Software, Inc.",,,,,,,,,,1985-01-01 00:00:00,N/A
2308,Silent Service,,NES,Ultra Games,Rare Ltd.,,,,,,,,,,1989-01-01 00:00:00,N/A
2309,Silent Service II,,PC,Microprose,"MicroProse Software, Inc",,,,,,,,,,1990-01-01 00:00:00,N/A
2310,Silent Thunder: A-10 Tank Killer II,,PC,Sierra Entertainment,"Dynamix, Inc.",,,,,,,,,,1996-02-29 00:00:00,N/A
2311,Sim City 4: Rush Hour,,PC,Electronic Arts,Microsoft,,7.0,,,,,,,,1986-01-01 00:00:00,N/A
2312,SimAnt,,PC,Maxis,Maxis,,,,,,,,,,1991-01-01 00:00:00,N/A
2313,SimAnt,,SNES,Maxis,Tomcat System,,,,,,,,,,1993-10-01 00:00:00,N/A
2314,SimCity,,VC,Nintendo,Intelligent Systems,,7.5,,,,,,,,2006-11-19 00:00:00,N/A
